prob,orig
0.044,0.132
0.093,0.12
0.357,0.354
2.099,2.1590000000000003
0.033,0.073
1.066,1.177
0.410,0.405
0.505,0.429
0.347,0.365
1.354,1.296
0.105,0.031
1.371,1.379
3.577,3.67
1.741,1.7280000000000002
4.104,3.512
0.242,0.23800000000000002
0.718,0.72
0.211,0.38799999999999996
1.172,0.948
0.298,0.271
0.134,0.147
0.508,0.515
0.257,0.2
0.779,0.28800000000000003
1.042,1.0390000000000001
0.656,0.6759999999999999
0.551,0.5329999999999999
3.433,3.4339999999999997
0.138,0.135
0.513,0.507
0.667,0.6679999999999999
2.316,2.338
1.647,1.624
0.150,0.141
0.245,0.322
0.379,0.326
0.374,0.298
0.767,0.5479999999999999
0.190,0.145
1.385,0.8440000000000001
2.826,2.83
0.093,0.10400000000000001
0.129,0.201
2.135,1.8519999999999999
3.280,3.295
1.511,1.514
0.621,0.9159999999999999
0.494,0.45299999999999996
0.388,0.36200000000000004
1.434,0.7490000000000001
0.000,0.361
0.210,0.201
0.537,0.461
1.710,0.748
0.871,0.877
1.560,1.555
0.409,0.41
0.087,0.235
0.327,0.336
1.146,0.261
0.943,0.978
1.641,1.633
0.373,0.402
0.569,0.574
1.035,1.018
0.289,0.289
0.119,0.077
1.736,1.734
0.296,0.281
0.320,0.28600000000000003
0.965,0.9520000000000001
0.354,0.34600000000000003
0.483,0.389
1.978,0.25
0.063,0.066
0.776,0.951
0.269,0.272
1.076,1.073
0.401,0.39299999999999996
0.351,0.231
0.962,1.107
0.126,0.09699999999999999
0.654,0.6509999999999999
0.722,0.667
0.577,0.581
2.338,2.342
0.206,0.16899999999999998
0.269,0.22699999999999998
1.366,1.3940000000000001
1.150,0.314
4.307,4.355
0.639,0.675
0.143,0.145
1.372,1.3980000000000001
0.146,0.156
0.150,0.28
0.037,0.019
0.143,0.129
0.237,0.26
0.108,0.07200000000000001
2.826,2.83
0.285,0.303
0.957,0.09300000000000001
0.388,0.33799999999999997
0.927,0.878
0.549,0.539
2.010,2.124
1.460,1.459
0.492,0.518
0.189,0.223
0.269,0.272
5.265,5.266
0.431,0.664
1.180,1.119
0.692,0.6970000000000001
1.664,1.6740000000000002
0.472,0.503
0.384,2.0540000000000003
1.549,1.4269999999999998
0.195,0.201
0.633,0.634
0.166,0.13
0.185,0.188
0.643,0.767
0.528,0.49
0.951,0.159
0.571,0.457
1.221,1.298
2.054,2.006
1.415,1.379
0.035,0.043
0.358,0.326
1.739,1.7719999999999998
2.169,2.085
0.122,0.079
0.150,0.205
3.261,3.16
0.406,0.373
0.443,0.466
0.146,0.156
0.856,1.26
0.027,0.032
3.751,3.9
0.038,0.077
2.457,2.718
0.449,0.467
0.266,0.273
0.736,0.725
0.420,0.406
0.372,0.396
0.347,0.361
0.478,0.457
0.740,0.747
0.451,0.456
1.132,1.207
1.103,1.087
2.099,2.1590000000000003
0.532,0.505
2.947,1.7309999999999999
1.614,1.6280000000000001
0.738,0.833
1.038,1.052
0.253,0.284
0.167,0.18100000000000002
1.042,1.0390000000000001
1.324,1.2690000000000001
1.467,1.433
0.485,0.48100000000000004
0.166,0.157
0.234,0.27399999999999997
1.223,1.1640000000000001
2.789,2.793
2.085,2.048
0.288,0.292
1.299,0.7020000000000001
1.058,1.589
0.342,0.231
0.304,0.345
2.968,2.986
2.182,2.1719999999999997
1.318,1.32
2.452,1.3219999999999998
0.145,0.8290000000000001
0.998,0.982
0.717,0.7070000000000001
0.474,0.47700000000000004
3.564,3.64
0.528,0.55
0.530,0.557
0.379,0.272
0.427,0.44799999999999995
1.765,1.82
0.038,0.051
0.354,0.358
0.497,0.569
1.047,0.375
0.738,0.287
0.228,0.256
0.347,0.361
0.109,0.122
0.062,0.14400000000000002
0.397,0.409
0.406,0.4
1.655,0.625
0.000,0.365
1.417,1.419
0.525,0.58
0.875,1.129
2.064,2.048
5.075,5.149
1.460,1.422
0.418,0.32899999999999996
1.648,1.662
1.831,1.851
0.537,0.462
0.288,0.29
1.223,1.1640000000000001
0.000,0.037000000000000005
1.768,0.547
0.015,0.096
0.467,0.45799999999999996
0.102,0.11699999999999999
0.847,0.871
0.936,2.211
1.511,1.514
0.338,0.39299999999999996
0.243,0.22399999999999998
0.131,0.085
0.098,0.08199999999999999
1.329,1.338
0.790,0.5710000000000001
0.174,0.21
0.418,0.43
0.000,0.08900000000000001
0.200,0.185
0.881,0.89
0.186,0.138
0.072,0.043
0.932,0.982
0.000,0.255
1.716,1.7
1.546,1.465
3.433,3.4339999999999997
0.759,0.759
2.113,2.195
0.610,0.654
0.418,0.39799999999999996
0.950,0.945
0.043,0.028999999999999998
0.299,0.29600000000000004
1.779,1.804
0.000,0.485
1.892,1.8719999999999999
0.000,0.6729999999999999
0.551,0.537
2.731,2.748
0.951,0.159
0.079,0.096
0.953,0.9690000000000001
0.473,0.502
0.063,0.066
0.286,0.271
0.571,0.457
0.259,0.28800000000000003
1.987,1.9869999999999999
1.163,1.121
0.537,0.461
0.720,0.738
0.983,1.0390000000000001
0.621,0.594
0.632,0.629
1.142,1.14
0.293,0.154
0.549,0.52
0.455,0.45
0.167,0.18100000000000002
1.285,1.285
0.659,0.648
0.698,0.6859999999999999
0.726,0.696
1.063,1.058
0.324,0.318
1.102,1.12
0.161,0.179
0.526,0.34299999999999997
2.109,2.133
0.300,0.31
3.574,3.577
0.265,0.23
0.981,0.529
0.125,0.185
0.952,0.22
0.999,1.013
0.374,0.38799999999999996
0.698,0.701
0.136,0.161
0.325,0.295
0.095,0.111
1.006,0.992
0.357,0.35100000000000003
0.887,0.8909999999999999
1.049,0.9470000000000001
0.971,0.8340000000000001
0.249,0.311
0.580,0.59
3.261,3.295
0.000,0.004
0.573,0.563
0.427,0.415
0.242,0.242
1.434,1.422
0.226,0.183
0.720,0.738
0.310,0.301
0.000,0.085
3.094,3.112
1.281,0.16699999999999998
1.055,1.093
0.082,0.035
1.396,1.3780000000000001
0.288,0.287
1.850,1.124
0.136,0.115
2.021,1.462
1.265,1.291
0.543,0.537
3.059,3.142
0.613,0.611
0.039,0.24600000000000002
0.596,0.625
0.331,0.264
1.181,1.1520000000000001
0.712,0.7090000000000001
0.531,0.42700000000000005
0.280,0.247
0.245,0.22899999999999998
0.221,0.24
0.126,0.09699999999999999
2.563,2.772
0.442,0.41
1.544,1.671
1.140,1.8969999999999998
0.234,0.27399999999999997
0.389,0.354
0.615,0.608
2.782,2.174
2.537,2.539
0.208,0.21100000000000002
2.789,2.782
0.272,0.094
0.195,0.267
0.198,0.16
1.667,1.712
0.556,0.5820000000000001
0.203,0.20800000000000002
0.504,0.19899999999999998
3.651,3.673
0.258,0.34
0.367,0.36200000000000004
0.151,0.201
0.658,0.6729999999999999
0.270,0.17800000000000002
1.191,1.1840000000000002
0.904,0.8190000000000001
1.003,0.972
1.282,1.328
0.936,0.897
0.136,0.115
2.485,2.472
0.133,0.115
0.597,0.6
0.218,0.187
0.901,0.892
0.433,0.33799999999999997
1.810,0.619
0.246,0.201
0.509,0.815
1.121,1.298
1.842,1.8719999999999999
1.364,1.331
0.235,0.147
1.105,0.7709999999999999
0.300,0.29600000000000004
0.600,0.596
1.165,1.013
0.596,0.49700000000000005
0.582,0.531
0.647,0.647
0.356,0.396
0.276,0.312
1.348,1.331
0.089,0.149
0.154,0.235
0.136,0.11900000000000001
0.440,0.40700000000000003
0.259,0.235
0.162,0.21899999999999997
0.445,0.06
2.219,0.637
4.263,4.274
1.381,0.731
1.257,1.297
0.536,0.491
0.063,0.066
0.322,0.34299999999999997
0.481,0.478
0.188,0.209
2.350,2.364
0.192,0.19899999999999998
0.126,0.165
0.948,0.9540000000000001
0.334,0.363
0.094,0.14800000000000002
2.109,2.133
1.623,1.662
0.481,0.47200000000000003
0.473,0.45899999999999996
0.035,0.022000000000000002
0.182,0.172
0.081,0.105
0.150,0.192
0.977,0.977
1.303,0.971
1.244,1.63
1.809,1.896
1.204,0.747
1.221,1.296
1.959,1.53
1.227,0.317
0.527,0.512
0.334,0.363
0.473,0.133
1.563,0.16899999999999998
0.756,0.7490000000000001
0.204,0.187
0.210,0.24100000000000002
0.484,0.494
0.449,0.45
1.430,1.541
1.362,1.3359999999999999
0.167,0.165
3.162,3.176
0.434,0.455
0.705,0.695
1.968,2.185
1.877,1.8319999999999999
1.233,1.324
0.280,0.28
0.148,0.139
2.007,1.97
1.425,1.464
0.393,0.401
0.095,0.107
3.792,4.829
0.251,0.10800000000000001
0.284,0.275
1.076,1.073
4.869,4.888
2.116,2.124
1.206,1.203
0.098,0.099
0.351,0.321
1.331,1.3530000000000002
0.345,0.345
0.303,0.218
0.000,0.369
0.161,0.174
1.150,0.314
1.195,1.296
0.943,0.201
0.729,0.723
3.261,3.295
0.609,0.174
1.285,1.304
0.164,0.168
2.001,1.909
0.227,0.21100000000000002
0.650,0.627
1.634,1.611
0.744,0.759
0.336,0.354
0.330,1.395
2.442,2.406
2.110,2.133
1.854,1.848
1.474,1.4769999999999999
0.186,0.185
0.543,0.45
1.121,0.35
0.989,1.003
0.401,0.252
1.101,0.32899999999999996
1.615,1.5190000000000001
0.443,0.40700000000000003
2.846,2.725
1.190,1.156
0.482,1.286
1.969,2.299
0.999,1.013
2.020,2.015
1.313,1.31
0.427,0.408
1.567,1.585
0.024,0.069
1.013,0.516
2.007,1.97
0.226,0.23
0.207,0.235
0.073,0.098
0.475,0.49
0.475,0.49
0.000,0.226
0.623,0.591
0.089,0.051
0.559,0.618
1.047,1.123
0.982,0.963
0.551,0.537
0.389,0.37799999999999995
0.389,0.37799999999999995
0.112,0.091
1.582,0.634
0.000,0.013999999999999999
0.398,0.408
1.077,1.072
0.056,0.105
0.357,0.354
0.240,0.23
0.221,0.225
0.917,1.1540000000000001
0.949,0.09699999999999999
0.905,0.92
0.646,0.623
2.033,2.03
0.475,0.49
0.238,0.23800000000000002
0.221,0.225
0.654,0.6509999999999999
0.188,0.17800000000000002
0.074,0.125
1.958,1.983
0.505,0.429
1.701,1.69
0.370,0.321
0.511,0.496
0.077,0.059000000000000004
0.361,0.33799999999999997
3.206,3.1830000000000003
1.031,1.042
0.368,0.368
1.560,0.517
0.271,0.242
0.452,0.207
1.013,1.02
0.093,0.019
1.698,1.696
1.704,1.7080000000000002
0.509,0.514
0.066,0.073
0.555,0.598
1.875,1.901
0.539,0.5539999999999999
0.000,1.0070000000000001
2.116,2.124
0.325,0.32299999999999995
2.864,2.889
0.668,0.052000000000000005
0.805,1.2590000000000001
0.004,0.018000000000000002
0.218,0.19
0.085,0.08900000000000001
2.316,2.338
1.524,1.496
0.093,0.019
0.543,0.45
0.304,0.345
0.592,0.495
0.000,0.043
0.510,0.7020000000000001
2.712,2.752
0.288,0.287
1.329,1.338
2.918,2.94
0.000,0.139
1.452,1.252
0.505,0.513
0.583,0.568
0.228,0.16699999999999998
0.065,0.036000000000000004
1.568,1.6130000000000002
0.818,0.7909999999999999
0.793,0.655
0.571,0.457
0.173,0.16399999999999998
0.491,0.409
0.000,0.22899999999999998
0.260,0.133
1.187,1.4080000000000001
0.000,0.147
0.836,0.42100000000000004
1.140,1.8969999999999998
0.358,0.326
0.002,0.013000000000000001
0.000,0.08900000000000001
1.560,0.517
0.100,0.111
0.153,0.16399999999999998
2.044,2.068
0.655,0.53
0.220,0.071
0.670,0.648
0.505,0.429
1.055,1.026
1.323,1.429
2.148,1.024
1.330,0.10400000000000001
0.116,0.33799999999999997
0.601,0.598
1.151,1.183
1.055,1.093
0.449,0.88
0.824,0.8270000000000001
0.647,0.693
0.213,0.257
0.154,0.14800000000000002
1.286,1.298
0.463,0.505
0.518,0.44
0.297,0.418
0.464,0.292
2.675,2.737
1.970,1.952
4.522,4.796
2.234,2.115
0.053,0.062
0.837,0.821
0.310,0.301
0.659,0.648
2.162,2.1
0.252,0.244
1.291,1.296
1.827,1.798
0.652,0.6509999999999999
0.936,2.211
0.397,0.406
0.500,0.501
0.357,0.359
1.297,1.298
1.899,1.923
0.092,0.066
1.840,2.748
0.667,0.6779999999999999
0.426,0.395
0.746,0.765
0.450,0.452
1.031,1.042
0.619,0.619
0.166,0.163
1.211,1.704
0.949,0.982
1.798,1.838
0.731,0.7090000000000001
2.452,1.3219999999999998
0.371,0.37799999999999995
0.000,0.21600000000000003
0.253,0.284
0.055,0.115
0.004,0.032
2.684,2.8280000000000003
0.564,0.675
0.569,0.593
0.315,0.327
1.440,1.5390000000000001
0.332,0.37799999999999995
0.463,0.379
0.884,0.909
0.385,0.389
0.849,0.905
1.330,0.10400000000000001
0.093,0.163
1.187,1.4080000000000001
0.167,0.157
3.187,3.123
0.319,0.369
0.254,0.207
1.673,1.712
1.227,1.2930000000000001
0.152,0.138
0.638,0.637
0.687,0.7140000000000001
2.189,2.174
1.126,1.146
2.892,2.926
0.938,0.7390000000000001
3.206,3.1830000000000003
0.988,1.094
2.169,2.085
0.169,0.1
0.368,0.192
0.850,0.86
2.577,1.8319999999999999
0.489,0.489
0.861,0.081
2.806,2.924
0.210,0.191
0.620,0.57
0.167,0.168
0.250,0.247
0.000,0.29
0.184,0.18100000000000002
0.306,0.345
0.778,0.779
2.116,2.097
0.397,0.406
0.234,0.27399999999999997
0.689,0.5870000000000001
1.195,1.296
0.084,0.094
0.331,0.264
0.065,0.175
3.238,3.302
0.220,0.25
0.505,0.513
2.193,2.191
3.901,5.364
2.047,1.5130000000000001
0.289,0.23399999999999999
0.949,0.09699999999999999
1.107,2.5140000000000002
0.594,0.578
0.416,0.41100000000000003
0.334,0.35600000000000004
0.487,0.483
0.357,0.35100000000000003
1.427,1.453
0.222,0.231
3.423,3.4010000000000002
0.515,0.062
0.655,0.695
1.528,1.556
1.169,1.177
0.464,0.292
0.532,0.556
0.449,0.467
1.589,1.331
0.519,0.509
0.219,0.23
0.120,0.16399999999999998
0.203,0.23
0.840,0.5760000000000001
0.772,1.395
1.970,1.952
0.377,0.324
0.493,0.466
0.077,0.059000000000000004
0.652,0.6509999999999999
0.221,0.19
0.157,0.15
0.102,0.105
0.059,0.059000000000000004
0.670,1.264
0.138,0.08
0.137,0.138
0.162,0.203
0.367,0.368
0.578,0.589
0.728,0.7340000000000001
0.149,0.147
0.436,0.451
0.526,0.526
0.398,0.439
2.044,2.068
0.354,0.363
0.521,0.556
0.098,0.099
0.236,0.23399999999999999
0.262,0.262
0.000,0.21600000000000003
0.487,0.483
0.423,0.42200000000000004
0.165,0.161
1.063,0.6579999999999999
0.329,0.309
0.283,0.297
2.077,2.0909999999999997
0.515,0.062
2.221,0.8590000000000001
0.340,0.098
0.857,0.8640000000000001
1.172,0.948
0.291,0.313
0.191,0.203
5.387,5.715
0.000,0.031
0.335,0.326
1.809,1.896
1.817,0.794
1.440,0.022000000000000002
0.901,0.892
0.034,0.042
0.056,0.066
2.189,2.908
0.082,0.218
0.659,0.706
0.269,0.22699999999999998
1.641,1.715
0.766,0.708
0.613,0.617
0.366,0.305
1.895,1.314
0.325,0.311
0.083,0.052000000000000005
2.947,1.7309999999999999
3.050,1.1909999999999998
0.509,0.514
0.413,0.172
3.212,3.2039999999999997
0.172,0.183
0.647,1.225
0.087,0.124
0.651,0.642
0.105,0.031
1.603,1.4269999999999998
0.434,0.35100000000000003
2.883,2.85
0.214,0.205
0.334,0.363
1.058,1.028
0.270,0.299
3.411,3.574
1.819,1.9080000000000001
0.346,0.327
1.958,1.983
3.098,3.1889999999999996
0.421,0.623
0.761,0.7490000000000001
1.664,1.6740000000000002
0.125,0.11800000000000001
3.242,3.218
1.204,1.27
1.364,1.331
0.537,0.462
0.610,0.648
0.534,0.16399999999999998
3.170,3.2230000000000003
0.303,0.311
1.727,2.708
0.596,0.625
0.950,0.945
2.378,2.517
1.275,1.291
0.561,0.568
0.239,0.242
0.168,0.19
0.741,0.7040000000000001
1.654,0.10800000000000001
0.497,0.502
2.017,2.006
0.578,0.589
1.027,0.39799999999999996
0.917,1.0070000000000001
0.365,0.361
0.328,0.336
0.807,0.8059999999999999
0.594,0.278
3.867,3.855
0.268,0.08800000000000001
0.356,0.35100000000000003
0.811,0.8079999999999999
0.197,0.28600000000000003
0.324,0.318
2.182,2.1719999999999997
1.008,1.002
1.729,1.831
0.138,0.068
0.635,0.628
1.052,1.057
0.390,0.41600000000000004
2.678,2.681
0.145,0.8290000000000001
0.812,0.81
2.157,2.298
0.513,0.387
0.034,0.042
0.956,0.958
1.541,1.4509999999999998
0.000,0.05
0.178,0.196
0.259,0.235
0.450,0.452
0.334,0.317
0.410,0.551
0.070,0.052000000000000005
0.409,0.409
0.096,0.584
0.053,0.034
0.642,0.631
1.251,1.252
1.741,1.7280000000000002
1.003,0.972
0.801,0.345
1.028,1.167
0.234,0.23800000000000002
4.135,1.865
1.473,1.6540000000000001
3.059,3.142
0.432,0.434
1.566,1.615
0.150,0.205
0.666,0.664
0.391,0.28800000000000003
1.830,2.685
0.323,0.319
1.233,1.335
1.100,1.1
1.817,0.794
0.134,0.13
5.937,5.955
0.743,0.591
0.374,0.298
0.530,0.152
5.075,5.149
0.162,0.172
2.226,2.291
0.397,0.42
0.450,0.478
3.170,3.165
0.175,0.19899999999999998
1.971,1.979
0.427,0.415
3.243,3.25
0.409,0.35100000000000003
0.127,1.62
1.765,1.774
0.318,0.309
1.716,1.7
2.099,2.1590000000000003
1.351,1.3230000000000002
0.259,0.205
3.054,2.839
0.381,0.289
0.990,0.8079999999999999
2.609,2.642
0.100,0.08800000000000001
0.892,0.563
0.572,0.578
2.457,2.718
0.136,0.172
0.956,0.94
0.696,0.6970000000000001
0.490,0.48100000000000004
0.686,0.6920000000000001
0.092,0.035
1.689,1.681
0.490,0.48100000000000004
2.021,3.678
1.164,3.5669999999999997
0.220,0.23399999999999999
0.092,0.179
0.625,0.20199999999999999
1.018,1.018
0.132,0.081
0.297,0.275
1.673,1.712
5.822,5.815
0.549,0.539
0.251,0.10800000000000001
0.648,0.631
0.634,0.5720000000000001
0.682,0.648
0.494,0.344
0.285,0.28300000000000003
1.710,1.571
0.867,0.873
1.233,1.324
1.999,2.9339999999999997
0.260,0.239
0.054,0.052000000000000005
0.840,0.8079999999999999
0.000,0.16699999999999998
1.045,1.037
0.857,0.862
0.683,0.675
0.191,0.192
0.128,0.139
1.737,1.76
1.836,1.911
0.033,0.055
0.398,0.439
0.684,0.6409999999999999
0.162,0.163
0.969,0.857
1.343,1.419
0.064,0.046
0.191,0.18600000000000003
1.084,1.074
0.074,0.092
1.761,1.7469999999999999
0.534,0.16399999999999998
1.121,1.298
0.488,0.444
0.370,0.304
6.201,6.605
0.561,0.568
0.131,0.134
1.458,1.4880000000000002
1.979,2.017
0.139,0.147
1.291,1.296
1.247,1.2429999999999999
0.904,0.977
0.693,0.711
0.220,0.23399999999999999
0.188,0.17800000000000002
0.000,0.41100000000000003
0.195,0.192
0.828,0.45399999999999996
1.064,1.026
0.684,0.6409999999999999
1.148,1.133
0.338,0.335
0.388,0.408
0.653,0.648
1.890,1.8259999999999998
1.146,0.348
0.346,0.326
1.324,1.2690000000000001
0.618,0.606
1.911,1.08
1.378,1.37
2.063,2.315
1.078,1.08
3.901,5.364
0.152,0.13
0.989,0.995
2.612,2.635
3.708,2.247
1.544,1.531
0.000,0.35100000000000003
0.978,1.1340000000000001
0.475,0.46
0.056,0.066
1.078,1.079
0.574,0.695
0.129,0.096
0.120,0.125
0.682,0.648
0.701,0.395
0.148,0.152
1.277,1.298
0.777,0.7929999999999999
0.479,0.489
0.733,0.7240000000000001
0.093,0.12
0.319,0.182
0.489,0.48200000000000004
0.243,0.22399999999999998
0.390,0.41600000000000004
0.466,0.45299999999999996
0.230,0.508
0.083,0.1
0.250,0.253
1.111,1.055
1.212,1.218
0.056,0.07200000000000001
0.668,0.052000000000000005
1.463,1.501
1.508,1.49
0.000,0.815
0.000,0.035
1.084,1.074
1.615,1.59
0.215,0.092
1.121,1.298
0.579,0.604
0.651,0.619
4.010,4.078
0.154,0.14800000000000002
0.024,0.069
1.146,0.348
0.255,0.184
0.013,0.013000000000000001
0.422,0.767
0.306,0.294
4.449,4.5280000000000005
0.569,0.39799999999999996
0.436,0.431
0.357,0.28800000000000003
1.191,1.185
0.896,1.006
1.668,0.19899999999999998
0.601,0.598
0.334,0.354
0.190,0.145
0.712,0.7090000000000001
0.079,0.095
0.127,0.12300000000000001
1.899,1.923
0.644,0.648
1.457,1.423
0.445,0.06
2.099,2.1590000000000003
3.050,1.1909999999999998
1.978,0.25
1.044,1.025
2.518,2.537
2.724,0.34700000000000003
0.133,0.125
0.535,0.547
1.118,0.166
3.094,3.112
0.024,0.147
0.436,0.672
1.111,1.055
0.167,0.18100000000000002
0.977,0.9670000000000001
2.217,2.2119999999999997
0.849,0.759
1.006,0.45
1.378,1.37
0.511,0.5329999999999999
0.666,0.593
0.191,0.187
0.144,0.133
0.579,0.604
1.351,3.3819999999999997
1.589,1.5859999999999999
0.707,0.722
0.128,0.129
0.254,0.23800000000000002
0.373,1.315
1.320,1.368
0.881,0.888
0.000,0.067
0.109,0.122
0.001,0.073
0.370,0.331
0.143,0.161
0.411,0.466
0.669,0.6990000000000001
0.453,0.451
2.769,1.178
0.557,0.547
0.698,0.701
0.220,0.261
2.258,2.275
0.053,0.057999999999999996
0.332,0.37799999999999995
0.521,1.111
0.289,0.289
3.697,3.747
1.213,1.219
0.343,0.364
5.875,5.882000000000001
0.065,0.096
0.561,0.565
0.056,0.047
0.920,0.9059999999999999
0.867,0.873
1.010,0.972
1.451,1.4509999999999998
0.334,0.092
0.431,0.664
2.513,2.568
1.819,1.9080000000000001
0.253,0.303
0.564,0.675
0.055,0.057999999999999996
2.826,2.83
0.506,0.499
0.806,0.9540000000000001
1.704,1.7080000000000002
0.072,0.071
0.907,0.903
0.414,0.433
1.218,0.7929999999999999
0.869,0.883
1.403,1.1440000000000001
0.931,0.867
0.123,0.14400000000000002
0.360,0.345
0.000,0.977
2.675,2.737
0.056,0.055999999999999994
0.327,0.32899999999999996
0.228,0.256
0.846,0.877
0.369,0.309
2.105,2.041
0.574,0.58
0.076,0.105
2.089,2.088
0.222,0.231
0.776,0.8240000000000001
0.168,0.19
0.052,0.032
0.983,1.008
0.412,0.369
0.622,0.622
0.206,0.218
0.334,0.317
0.111,0.09699999999999999
0.000,1.3359999999999999
1.018,0.595
0.215,0.455
1.040,0.701
0.049,0.113
0.288,0.301
0.126,0.035
0.166,0.163
0.508,0.529
0.966,0.9990000000000001
2.148,1.024
0.026,0.083
0.508,0.515
2.020,1.9240000000000002
1.889,1.483
5.696,5.776
0.391,0.409
0.745,0.319
0.488,0.502
2.244,2.262
0.085,0.077
3.501,3.513
1.021,1.004
2.724,0.34700000000000003
0.528,0.517
1.042,0.966
0.388,0.35
5.710,5.874
1.324,1.2690000000000001
0.431,0.433
0.847,0.871
0.120,0.12
0.775,0.669
0.130,0.125
0.251,0.10800000000000001
1.430,0.59
1.343,1.419
0.447,0.293
3.792,4.829
1.022,1.014
0.159,0.209
3.646,3.488
0.380,0.11
3.127,3.148
0.120,0.109
0.191,0.18600000000000003
0.293,0.154
1.582,0.634
2.228,2.202
1.190,1.156
1.366,1.52
0.167,0.168
0.114,0.11
0.086,0.021
0.065,0.335
3.696,3.9989999999999997
1.052,1.135
1.626,1.534
0.155,0.092
0.414,0.41700000000000004
0.100,0.08800000000000001
0.472,0.503
0.359,0.353
0.132,0.105
0.284,0.29100000000000004
0.281,0.265
2.678,2.681
0.353,0.358
1.301,1.317
3.689,3.786
0.330,1.395
1.140,1.17
0.027,0.032
0.104,0.071
0.113,0.11199999999999999
0.246,0.17300000000000001
0.665,0.65
2.659,2.667
0.586,0.536
1.057,1.065
0.456,0.322
1.066,1.104
0.146,0.14800000000000002
0.365,0.24600000000000002
1.470,1.469
1.378,1.359
1.817,0.794
0.297,0.418
0.054,0.032
1.710,0.748
0.050,0.045
2.567,3.1430000000000002
1.877,1.966
0.082,0.044000000000000004
0.227,0.21600000000000003
0.473,0.461
0.533,0.667
1.007,0.943
0.162,0.203
0.224,0.203
2.560,2.565
0.788,0.778
0.475,0.462
0.770,0.68
0.328,0.336
0.781,0.764
0.543,0.45
1.097,0.381
0.420,0.41600000000000004
1.529,1.5430000000000001
0.466,0.456
2.518,2.537
0.880,0.862
1.397,1.3940000000000001
1.107,2.5140000000000002
0.597,0.6
0.389,0.32299999999999995
0.507,0.5
0.197,0.19
0.192,0.145
0.056,0.066
2.116,2.097
0.803,0.14
0.372,0.396
0.105,0.083
0.162,0.163
0.519,0.534
1.264,2.379
1.922,1.923
0.195,0.201
1.560,1.555
0.645,0.414
1.695,1.62
0.840,0.5760000000000001
0.387,0.39899999999999997
1.528,1.556
0.622,0.622
0.554,0.561
0.968,0.9640000000000001
0.162,0.203
0.555,0.5589999999999999
0.707,0.7240000000000001
4.885,4.947
0.157,0.13
0.287,0.322
2.077,2.0909999999999997
0.464,0.267
1.525,1.62
0.944,0.9209999999999999
0.612,0.473
1.824,1.821
0.442,0.44799999999999995
0.442,0.467
0.263,0.254
0.687,0.7140000000000001
3.064,3.116
0.917,1.1540000000000001
0.552,0.67
1.329,1.3119999999999998
0.088,0.121
0.499,0.5589999999999999
0.429,0.691
0.465,0.402
0.392,0.462
1.038,1.641
1.032,0.5770000000000001
0.282,0.217
1.005,1.1
2.096,1.3330000000000002
0.809,0.807
0.230,0.508
0.168,0.185
0.669,0.6990000000000001
3.050,1.1909999999999998
0.749,0.728
0.105,0.031
1.641,1.715
1.698,1.696
0.388,0.33799999999999997
0.513,0.534
0.450,0.368
0.398,0.366
0.097,0.222
1.022,1.051
1.503,1.5530000000000002
0.000,0.344
0.089,0.076
0.280,0.28
0.334,0.092
0.534,0.16399999999999998
0.543,0.5660000000000001
4.104,3.512
0.585,0.6890000000000001
0.424,0.435
0.674,0.669
1.661,2.7439999999999998
0.481,0.478
2.475,2.4219999999999997
2.230,2.347
0.672,0.07400000000000001
0.199,0.22699999999999998
0.000,0.035
0.055,0.057999999999999996
1.689,1.72
1.371,1.379
1.261,1.2409999999999999
0.545,0.052000000000000005
4.465,1.092
1.578,0.845
2.020,1.9240000000000002
1.298,1.4069999999999998
0.000,0.257
0.175,0.177
0.226,0.214
0.281,0.23399999999999999
0.521,0.556
0.637,0.639
1.591,0.221
0.203,0.23
1.210,1.237
1.985,1.287
0.297,0.275
0.178,0.18
0.498,0.483
0.413,0.172
1.939,1.9069999999999998
0.097,0.091
0.029,0.024
0.386,0.37
1.640,1.685
0.391,0.395
0.035,0.043
4.812,4.896
0.235,0.28800000000000003
0.126,0.115
0.161,0.179
0.089,0.083
2.261,2.255
0.434,0.455
0.228,0.257
1.348,1.544
1.564,1.598
0.328,0.336
1.324,1.244
0.628,0.648
0.651,0.588
0.719,0.64
0.987,1.839
1.111,1.055
1.084,1.074
2.923,3.073
0.736,0.725
0.654,0.6729999999999999
0.361,0.33799999999999997
1.797,1.694
0.353,0.452
1.615,1.59
0.038,0.025
1.517,3.6319999999999997
2.113,2.173
1.027,0.39799999999999996
0.977,0.9670000000000001
2.896,2.505
0.174,0.19899999999999998
0.555,0.598
2.302,2.2840000000000003
1.614,1.5959999999999999
0.151,0.201
0.635,0.6729999999999999
0.583,0.603
0.599,0.547
0.475,0.49
2.589,2.909
0.100,0.08800000000000001
0.983,0.7859999999999999
3.699,3.718
10.794,10.974
0.419,0.41200000000000003
0.260,0.239
0.334,0.385
0.330,0.187
1.033,0.961
0.170,0.127
1.456,1.4669999999999999
0.826,0.81
2.134,2.177
1.444,1.374
0.887,0.8909999999999999
0.162,0.084
0.174,0.174
0.874,0.8420000000000001
0.269,0.22699999999999998
0.431,0.301
0.402,0.379
0.186,0.203
0.514,0.511
0.936,0.9470000000000001
0.185,0.188
0.000,0.423
0.137,0.098
1.070,1.07
0.243,0.244
2.064,2.048
0.962,1.107
3.032,3.069
