User_ID,cat,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase,aver,prob
1001019,7,M,36-45,1,A,4+,1,142460,,
1001019,8,M,36-45,1,A,4+,1,1550399,,
1001019,9,M,36-45,1,A,4+,1,31544,,
1001019,10,M,36-45,1,A,4+,1,227538,,
1001019,11,M,36-45,1,A,4+,1,137836,,
1001019,12,M,36-45,1,A,4+,1,143239,,
1001019,13,M,36-45,1,A,4+,1,170026,,
1001019,14,M,36-45,1,A,4+,1,374631,,
1001019,15,M,36-45,1,A,4+,1,396373,,
1001019,16,M,36-45,1,A,4+,1,495255,,
1001019,17,M,36-45,1,A,4+,1,226089,,
1001019,18,M,36-45,1,A,4+,1,94792,,
1001021,1,M,36-45,0,C,3,0,170094,,
1001021,2,M,36-45,0,C,3,0,87064,,
1001021,3,M,36-45,0,C,3,0,35029,,
1001021,4,M,36-45,0,C,3,0,51469,,
1001021,5,M,36-45,0,C,3,0,150753,,
1001021,6,M,36-45,0,C,3,0,173912,,
1001021,8,M,36-45,0,C,3,0,478114,,
1001021,10,M,36-45,0,C,3,0,149469,,
1001021,11,M,36-45,0,C,3,0,39142,,
1001021,13,M,36-45,0,C,3,0,139740,,
1001021,14,M,36-45,0,C,3,0,73738,,
1001021,15,M,36-45,0,C,3,0,78152,,
1001021,16,M,36-45,0,C,3,0,109445,,
1001021,17,M,36-45,0,C,3,0,119072,,
1001021,18,M,36-45,0,C,3,0,64161,,
1001022,1,M,26-35,3,C,2,0,49329,,
1001022,2,M,26-35,3,C,2,0,18664,,
1001022,3,M,26-35,3,C,2,0,7939,,
1001022,4,M,26-35,3,C,2,0,12014,,
1001022,5,M,26-35,3,C,2,0,101091,,
1001022,6,M,26-35,3,C,2,0,16015,,
1001022,8,M,26-35,3,C,2,0,504959,,
1001022,11,M,26-35,3,C,2,0,7892,,
1001022,13,M,26-35,3,C,2,0,7886,,
1001022,14,M,26-35,3,C,2,0,78635,,
1001022,15,M,26-35,3,C,2,0,8707,,
1001022,16,M,26-35,3,C,2,0,66678,,
1001022,17,M,26-35,3,C,2,0,57710,,
1001022,18,M,26-35,3,C,2,0,4115,,
1001022,20,M,26-35,3,C,2,0,366,,
1001023,1,M,55+,13,C,2,1,18959,,
1001023,2,M,55+,13,C,2,1,18959,,
1001023,4,M,55+,13,C,2,1,2104,,
1001023,5,M,55+,13,C,2,1,46252,,
1001023,6,M,55+,13,C,2,1,16295,,
1001023,8,M,55+,13,C,2,1,113707,,
1001023,11,M,55+,13,C,2,1,5990,,
1001023,13,M,55+,13,C,2,1,8749,,
1001023,14,M,55+,13,C,2,1,28401,,
1001023,15,M,55+,13,C,2,1,6997,,
1001023,16,M,55+,13,C,2,1,20866,,
1001023,17,M,55+,13,C,2,1,7909,,
1001023,20,M,55+,13,C,2,1,126,,
1001024,1,F,36-45,1,C,1,0,15496,,
1001024,2,F,36-45,1,C,1,0,31746,,
1001024,3,F,36-45,1,C,1,0,3099,,
1001024,4,F,36-45,1,C,1,0,3099,,
1001024,5,F,36-45,1,C,1,0,66235,,
1001024,6,F,36-45,1,C,1,0,32253,,
1001024,8,F,36-45,1,C,1,0,140608,,
1001024,12,F,36-45,1,C,1,0,2161,,
1001024,14,F,36-45,1,C,1,0,156431,,
1001024,16,F,36-45,1,C,1,0,16214,,
1001024,17,F,36-45,1,C,1,0,7977,,
1001024,19,F,36-45,1,C,1,0,62,,
1001025,1,M,26-35,16,C,3,1,54061,,
1001025,2,M,26-35,16,C,3,1,13064,,
1001025,3,M,26-35,16,C,3,1,18511,,
1001025,5,M,26-35,16,C,3,1,49198,,
1001025,6,M,26-35,16,C,3,1,56899,,
1001025,8,M,26-35,16,C,3,1,69154,,
1001025,10,M,26-35,16,C,3,1,13064,,
1001025,11,M,26-35,16,C,3,1,26059,,
1001025,13,M,26-35,16,C,3,1,4677,,
1001025,15,M,26-35,16,C,3,1,6050,,
1001025,16,M,26-35,16,C,3,1,36712,,
1001025,18,M,26-35,16,C,3,1,3111,,
1001025,19,M,26-35,16,C,3,1,13,,
1001026,1,F,46-50,0,C,1,1,15456,,
1001026,5,F,46-50,0,C,1,1,25016,,
1001026,6,F,46-50,0,C,1,1,70345,,
1001026,8,F,46-50,0,C,1,1,113359,,
1001026,10,F,46-50,0,C,1,1,226329,,
1001026,13,F,46-50,0,C,1,1,65086,,
1001026,14,F,46-50,0,C,1,1,28958,,
1001026,15,F,46-50,0,C,1,1,23064,,
1001026,16,F,46-50,0,C,1,1,113792,,
1001026,20,F,46-50,0,C,1,1,373,,
1001027,1,M,18-25,4,B,1,0,101356,,
1001027,2,M,18-25,4,B,1,0,12859,,
1001027,5,M,18-25,4,B,1,0,34242,,
1001027,6,M,18-25,4,B,1,0,55613,,
1001027,8,M,18-25,4,B,1,0,239866,,
1001027,14,M,18-25,4,B,1,0,15832,,
1001027,16,M,18-25,4,B,1,0,13915,,
1001027,17,M,18-25,4,B,1,0,91451,,
1001028,1,F,46-50,7,C,0,1,18978,,
1001028,2,F,46-50,7,C,0,1,9724,,
1001028,4,F,46-50,7,C,0,1,12502,,
1001028,5,F,46-50,7,C,0,1,7072,,
1001028,6,F,46-50,7,C,0,1,55518,,
1001028,8,F,46-50,7,C,0,1,276672,,
1001028,9,F,46-50,7,C,0,1,9724,,
1001028,10,F,46-50,7,C,0,1,20117,,
1001028,12,F,46-50,7,C,0,1,7929,,
1001028,13,F,46-50,7,C,0,1,48743,,
1001028,14,F,46-50,7,C,0,1,15021,,
1001028,16,F,46-50,7,C,0,1,30543,,
1001028,17,F,46-50,7,C,0,1,24044,,
1001029,1,M,26-35,0,B,0,0,255164,,
1001029,2,M,26-35,0,B,0,0,191965,,
1001029,3,M,26-35,0,B,0,0,125520,,
1001029,4,M,26-35,0,B,0,0,126699,,
1001029,5,M,26-35,0,B,0,0,543176,,
1001029,6,M,26-35,0,B,0,0,54811,,
1001029,7,M,26-35,0,B,0,0,110691,,
1001029,8,M,26-35,0,B,0,0,258142,,
1001029,9,M,26-35,0,B,0,0,19681,,
1001029,10,M,26-35,0,B,0,0,13224,,
1001029,11,M,26-35,0,B,0,0,54850,,
1001029,12,M,26-35,0,B,0,0,167916,,
1001029,13,M,26-35,0,B,0,0,16678,,
1001029,14,M,26-35,0,B,0,0,129007,,
1001029,15,M,26-35,0,B,0,0,69054,,
1001029,16,M,26-35,0,B,0,0,54110,,
1001029,17,M,26-35,0,B,0,0,29040,,
1001029,18,M,26-35,0,B,0,0,7968,,
1001030,1,M,26-35,7,C,2,1,1135015,,
1001030,2,M,26-35,7,C,2,1,384491,,
1001030,5,M,26-35,7,C,2,1,224074,,
1001030,6,M,26-35,7,C,2,1,93708,,
1001030,8,M,26-35,7,C,2,1,168604,,
1001030,9,M,26-35,7,C,2,1,30595,,
1001030,11,M,26-35,7,C,2,1,62225,,
1001030,13,M,26-35,7,C,2,1,42714,,
1001030,14,M,26-35,7,C,2,1,121294,,
1001030,15,M,26-35,7,C,2,1,276170,,
1001030,16,M,26-35,7,C,2,1,214689,,
1001030,17,M,26-35,7,C,2,1,86703,,
1001030,18,M,26-35,7,C,2,1,51604,,
1001031,1,M,36-45,16,C,2,1,1320125,,
1001031,2,M,36-45,16,C,2,1,523524,,
1001031,4,M,36-45,16,C,2,1,16735,,
1001031,5,M,36-45,16,C,2,1,171834,,
1001031,6,M,36-45,16,C,2,1,66016,,
1001031,8,M,36-45,16,C,2,1,184770,,
1001031,9,M,36-45,16,C,2,1,63596,,
1001031,10,M,36-45,16,C,2,1,18975,,
1001031,11,M,36-45,16,C,2,1,18975,,
1001031,12,M,36-45,16,C,2,1,12011,,
1001031,13,M,36-45,16,C,2,1,25765,,
1001031,14,M,36-45,16,C,2,1,69967,,
1001031,15,M,36-45,16,C,2,1,563928,,
1001031,16,M,36-45,16,C,2,1,419067,,
1001031,17,M,36-45,16,C,2,1,181366,,
1001031,18,M,36-45,16,C,2,1,27441,,
1001031,20,M,36-45,16,C,2,1,132,,
1001032,1,M,51-55,16,C,0,1,104328,,
1001032,2,M,51-55,16,C,0,1,108032,,
1001032,3,M,51-55,16,C,0,1,85391,,
1001032,4,M,51-55,16,C,0,1,92155,,
1001032,5,M,51-55,16,C,0,1,141538,,
1001032,6,M,51-55,16,C,0,1,22524,,
1001032,7,M,51-55,16,C,0,1,70885,,
1001032,8,M,51-55,16,C,0,1,169728,,
1001032,9,M,51-55,16,C,0,1,41648,,
1001032,10,M,51-55,16,C,0,1,23802,,
1001032,11,M,51-55,16,C,0,1,5942,,
1001032,12,M,51-55,16,C,0,1,25122,,
1001032,13,M,51-55,16,C,0,1,8714,,
1001032,14,M,51-55,16,C,0,1,61071,,
1001032,15,M,51-55,16,C,0,1,88507,,
1001032,16,M,51-55,16,C,0,1,23802,,
1001032,17,M,51-55,16,C,0,1,25248,,
1001032,18,M,51-55,16,C,0,1,9654,,
1001032,19,M,51-55,16,C,0,1,13,,
1001033,1,M,26-35,5,B,1,0,600380,,
1001033,2,M,26-35,5,B,1,0,241329,,
1001033,3,M,26-35,5,B,1,0,29323,,
1001033,4,M,26-35,5,B,1,0,54829,,
1001033,5,M,26-35,5,B,1,0,234732,,
1001033,6,M,26-35,5,B,1,0,33418,,
1001033,8,M,26-35,5,B,1,0,242448,,
1001033,9,M,26-35,5,B,1,0,75857,,
1001033,11,M,26-35,5,B,1,0,137035,,
1001033,12,M,26-35,5,B,1,0,2179,,
1001033,13,M,26-35,5,B,1,0,7843,,
1001033,14,M,26-35,5,B,1,0,71721,,
1001033,15,M,26-35,5,B,1,0,152769,,
1001033,16,M,26-35,5,B,1,0,149745,,
1001033,17,M,26-35,5,B,1,0,238595,,
1001033,18,M,26-35,5,B,1,0,81331,,
1001033,20,M,26-35,5,B,1,0,592,,
1001035,1,M,18-25,2,C,1,1,221677,,
1001035,2,M,18-25,2,C,1,1,58878,,
1001035,5,M,18-25,2,C,1,1,44158,,
1001035,6,M,18-25,2,C,1,1,161640,,
1001035,8,M,18-25,2,C,1,1,583843,,
1001035,9,M,18-25,2,C,1,1,19394,,
1001035,11,M,18-25,2,C,1,1,7558,,
1001035,13,M,18-25,2,C,1,1,12004,,
1001035,14,M,18-25,2,C,1,1,27700,,
1001035,15,M,18-25,2,C,1,1,37603,,
1001035,16,M,18-25,2,C,1,1,109223,,
1001035,17,M,18-25,2,C,1,1,94621,,
1001035,19,M,18-25,2,C,1,1,13,,
1001036,1,M,36-45,7,C,1,0,31622,,
1001036,2,M,36-45,7,C,1,0,15906,,
1001036,5,M,36-45,7,C,1,0,74429,,
1001036,6,M,36-45,7,C,1,0,68554,,
1001036,8,M,36-45,7,C,1,0,123260,,
1001036,9,M,36-45,7,C,1,0,15906,,
1001036,10,M,36-45,7,C,1,0,103187,,
1001036,11,M,36-45,7,C,1,0,15716,,
1001036,13,M,36-45,7,C,1,0,13623,,
1001036,14,M,36-45,7,C,1,0,39373,,
1001036,15,M,36-45,7,C,1,0,16483,,
1001036,16,M,36-45,7,C,1,0,111719,,
1001036,17,M,36-45,7,C,1,0,39192,,
1001036,18,M,36-45,7,C,1,0,7109,,
1001036,19,M,36-45,7,C,1,0,24,,
1001037,1,M,46-50,7,C,1,1,43163,,
1001037,5,M,46-50,7,C,1,1,71237,,
1001037,6,M,46-50,7,C,1,1,20995,,
1001037,8,M,46-50,7,C,1,1,56997,,
1001037,11,M,46-50,7,C,1,1,3768,,
1001037,14,M,46-50,7,C,1,1,7089,,
1001037,16,M,46-50,7,C,1,1,28416,,
1001037,20,M,46-50,7,C,1,1,374,,
1001038,1,F,55+,15,C,2,1,102933,,
1001038,2,F,55+,15,C,2,1,64275,,
1001038,4,F,55+,15,C,2,1,5561,,
1001038,5,F,55+,15,C,2,1,137240,,
1001038,6,F,55+,15,C,2,1,44761,,
1001038,7,F,55+,15,C,2,1,33307,,
1001038,8,F,55+,15,C,2,1,396277,,
1001038,9,F,55+,15,C,2,1,12022,,
1001038,10,F,55+,15,C,2,1,13837,,
1001038,11,F,55+,15,C,2,1,10006,,
1001038,12,F,55+,15,C,2,1,5355,,
1001038,13,F,55+,15,C,2,1,20146,,
1001038,14,F,55+,15,C,2,1,117991,,
1001038,15,F,55+,15,C,2,1,42610,,
1001038,16,F,55+,15,C,2,1,129256,,
1001038,17,F,55+,15,C,2,1,70711,,
1001038,19,F,55+,15,C,2,1,12,,
1001039,1,F,36-45,1,C,3,0,12037,,
1001039,5,F,36-45,1,C,3,0,10650,,
1001039,8,F,36-45,1,C,3,0,53743,,
1001039,11,F,36-45,1,C,3,0,1712,,
1001039,12,F,36-45,1,C,3,0,5983,,
1001039,14,F,36-45,1,C,3,0,9970,,
1001039,16,F,36-45,1,C,3,0,34378,,
1001039,20,F,36-45,1,C,3,0,595,,
1001040,1,M,26-35,11,C,1,1,376306,,
1001040,2,M,26-35,11,C,1,1,156030,,
1001040,4,M,26-35,11,C,1,1,16337,,
1001040,5,M,26-35,11,C,1,1,494680,,
1001040,6,M,26-35,11,C,1,1,235279,,
1001040,7,M,26-35,11,C,1,1,66915,,
1001040,8,M,26-35,11,C,1,1,661249,,
1001040,11,M,26-35,11,C,1,1,64295,,
1001040,12,M,26-35,11,C,1,1,25376,,
1001040,13,M,26-35,11,C,1,1,32631,,
1001040,14,M,26-35,11,C,1,1,174081,,
1001040,15,M,26-35,11,C,1,1,106091,,
1001040,16,M,26-35,11,C,1,1,213323,,
1001040,17,M,26-35,11,C,1,1,133765,,
1001040,18,M,26-35,11,C,1,1,19883,,
1001040,19,M,26-35,11,C,1,1,14,,
1001041,1,M,46-50,2,B,2,0,54005,,
1001041,2,M,46-50,2,B,2,0,48863,,
1001041,4,M,46-50,2,B,2,0,13004,,
1001041,5,M,46-50,2,B,2,0,101064,,
1001041,6,M,46-50,2,B,2,0,119116,,
1001041,7,M,46-50,2,B,2,0,53429,,
1001041,8,M,46-50,2,B,2,0,293676,,
1001041,10,M,46-50,2,B,2,0,101308,,
1001041,11,M,46-50,2,B,2,0,6109,,
1001041,12,M,46-50,2,B,2,0,16705,,
1001041,13,M,46-50,2,B,2,0,47376,,
1001041,14,M,46-50,2,B,2,0,43336,,
1001041,15,M,46-50,2,B,2,0,13750,,
1001041,16,M,46-50,2,B,2,0,116751,,
1001041,17,M,46-50,2,B,2,0,16911,,
1001041,18,M,46-50,2,B,2,0,1632,,
1001041,20,M,46-50,2,B,2,0,478,,
1001042,1,M,36-45,5,C,3,1,58412,,
1001042,2,M,36-45,5,C,3,1,117660,,
1001042,3,M,36-45,5,C,3,1,13752,,
1001042,4,M,36-45,5,C,3,1,90520,,
1001042,5,M,36-45,5,C,3,1,53851,,
1001042,6,M,36-45,5,C,3,1,5474,,
1001042,8,M,36-45,5,C,3,1,1993,,
1001042,9,M,36-45,5,C,3,1,149120,,
1001042,12,M,36-45,5,C,3,1,10797,,
1001042,14,M,36-45,5,C,3,1,23792,,
1001042,15,M,36-45,5,C,3,1,27188,,
1001042,16,M,36-45,5,C,3,1,1993,,
1001042,17,M,36-45,5,C,3,1,15199,,
1001042,20,M,36-45,5,C,3,1,473,,
1001043,1,F,51-55,11,C,4+,0,77140,,
1001043,2,F,51-55,11,C,4+,0,34933,,
1001043,5,F,51-55,11,C,4+,0,77018,,
1001043,6,F,51-55,11,C,4+,0,154829,,
1001043,8,F,51-55,11,C,4+,0,118571,,
1001043,10,F,51-55,11,C,4+,0,30800,,
1001043,11,F,51-55,11,C,4+,0,16403,,
1001043,12,F,51-55,11,C,4+,0,8855,,
1001043,13,F,51-55,11,C,4+,0,8632,,
1001043,14,F,51-55,11,C,4+,0,30157,,
1001043,15,F,51-55,11,C,4+,0,11455,,
1001043,16,F,51-55,11,C,4+,0,43691,,
1001043,18,F,51-55,11,C,4+,0,3039,,
1001043,20,F,51-55,11,C,4+,0,136,,
1001044,1,M,26-35,20,A,0,0,265654,,
1001044,2,M,26-35,20,A,0,0,157714,,
1001044,3,M,26-35,20,A,0,0,83981,,
1001044,4,M,26-35,20,A,0,0,65279,,
1001044,5,M,26-35,20,A,0,0,292054,,
1001044,6,M,26-35,20,A,0,0,74858,,
1001044,7,M,26-35,20,A,0,0,46145,,
1001044,8,M,26-35,20,A,0,0,162804,,
1001044,9,M,26-35,20,A,0,0,12755,,
1001044,10,M,26-35,20,A,0,0,9891,,
1001044,11,M,26-35,20,A,0,0,55249,,
1001044,12,M,26-35,20,A,0,0,16353,,
1001044,13,M,26-35,20,A,0,0,759,,
1001044,14,M,26-35,20,A,0,0,80721,,
1001044,15,M,26-35,20,A,0,0,134883,,
1001044,16,M,26-35,20,A,0,0,55855,,
1001044,17,M,26-35,20,A,0,0,26056,,
1001044,20,M,26-35,20,A,0,0,612,,
1001045,4,F,0-17,10,C,2,0,5545,,
1001045,5,F,0-17,10,C,2,0,74255,,
1001045,8,F,0-17,10,C,2,0,10852,,
1001045,11,F,0-17,10,C,2,0,5090,,
1001045,13,F,0-17,10,C,2,0,1581,,
1001045,14,F,0-17,10,C,2,0,49958,,
1001045,16,F,0-17,10,C,2,0,1581,,
1001045,19,F,0-17,10,C,2,0,61,,
1001046,1,M,55+,18,C,2,1,116370,,
1001046,2,M,55+,18,C,2,1,123640,,
1001046,4,M,55+,18,C,2,1,11878,,
1001046,5,M,55+,18,C,2,1,49946,,
1001046,6,M,55+,18,C,2,1,12291,,
1001046,8,M,55+,18,C,2,1,12518,,
1001046,9,M,55+,18,C,2,1,36538,,
1001046,12,M,55+,18,C,2,1,8675,,
1001046,14,M,55+,18,C,2,1,21859,,
1001046,15,M,55+,18,C,2,1,74989,,
1001046,16,M,55+,18,C,2,1,8892,,
1001046,17,M,55+,18,C,2,1,5381,,
1001046,18,M,55+,18,C,2,1,15407,,
1001046,20,M,55+,18,C,2,1,241,,
1001047,1,M,18-25,0,B,4+,0,402404,,
1001047,2,M,18-25,0,B,4+,0,186595,,
1001047,3,M,18-25,0,B,4+,0,15800,,
1001047,4,M,18-25,0,B,4+,0,2849,,
1001047,5,M,18-25,0,B,4+,0,35118,,
1001047,8,M,18-25,0,B,4+,0,188253,,
1001047,9,M,18-25,0,B,4+,0,60583,,
1001047,11,M,18-25,0,B,4+,0,15520,,
1001047,14,M,18-25,0,B,4+,0,8019,,
1001047,15,M,18-25,0,B,4+,0,261468,,
1001047,16,M,18-25,0,B,4+,0,131526,,
1001047,17,M,18-25,0,B,4+,0,38772,,
1001048,1,M,36-45,6,C,4+,0,30971,,
1001048,5,M,36-45,6,C,4+,0,56265,,
1001048,6,M,36-45,6,C,4+,0,67548,,
1001048,8,M,36-45,6,C,4+,0,136647,,
1001048,14,M,36-45,6,C,4+,0,66365,,
1001048,16,M,36-45,6,C,4+,0,13056,,
1001048,17,M,36-45,6,C,4+,0,9890,,
1001048,20,M,36-45,6,C,4+,0,604,,
1001049,1,M,46-50,14,C,3,1,59086,,
1001049,2,M,46-50,14,C,3,1,19347,,
1001049,4,M,46-50,14,C,3,1,3517,,
1001049,5,M,46-50,14,C,3,1,3517,,
1001049,6,M,46-50,14,C,3,1,11610,,
1001049,8,M,46-50,14,C,3,1,45579,,
1001049,10,M,46-50,14,C,3,1,23046,,
1001049,15,M,46-50,14,C,3,1,85596,,
1001049,16,M,46-50,14,C,3,1,34577,,
1001049,19,M,46-50,14,C,3,1,12,,
1001050,1,M,26-35,1,B,1,0,674657,,
1001050,2,M,26-35,1,B,1,0,218510,,
1001050,3,M,26-35,1,B,1,0,112197,,
1001050,4,M,26-35,1,B,1,0,123298,,
1001050,5,M,26-35,1,B,1,0,730006,,
1001050,6,M,26-35,1,B,1,0,220744,,
1001050,7,M,26-35,1,B,1,0,50448,,
1001050,8,M,26-35,1,B,1,0,734681,,
1001050,9,M,26-35,1,B,1,0,49131,,
1001050,10,M,26-35,1,B,1,0,26505,,
1001050,11,M,26-35,1,B,1,0,85470,,
1001050,12,M,26-35,1,B,1,0,45917,,
1001050,13,M,26-35,1,B,1,0,96101,,
1001050,14,M,26-35,1,B,1,0,303329,,
1001050,15,M,26-35,1,B,1,0,245006,,
1001050,16,M,26-35,1,B,1,0,464120,,
1001050,17,M,26-35,1,B,1,0,100392,,
1001050,18,M,26-35,1,B,1,0,18487,,
1001051,1,F,26-35,0,A,0,1,1137931,,
1001051,2,F,26-35,0,A,0,1,745050,,
1001051,3,F,26-35,0,A,0,1,335044,,
1001051,4,F,26-35,0,A,0,1,412801,,
1001051,5,F,26-35,0,A,0,1,1419896,,
1001051,6,F,26-35,0,A,0,1,328149,,
1001051,7,F,26-35,0,A,0,1,16947,,
1001051,8,F,26-35,0,A,0,1,1223659,,
1001051,9,F,26-35,0,A,0,1,159210,,
1001051,10,F,26-35,0,A,0,1,55401,,
1001051,11,F,26-35,0,A,0,1,297265,,
1001051,12,F,26-35,0,A,0,1,153865,,
1001051,13,F,26-35,0,A,0,1,103910,,
1001051,14,F,26-35,0,A,0,1,577038,,
1001051,15,F,26-35,0,A,0,1,474983,,
1001051,16,F,26-35,0,A,0,1,785539,,
1001051,17,F,26-35,0,A,0,1,68221,,
1001051,18,F,26-35,0,A,0,1,72813,,
1001051,20,F,26-35,0,A,0,1,486,,
1001052,1,F,36-45,2,C,1,0,18956,,
1001052,2,F,36-45,2,C,1,0,35373,,
1001052,3,F,36-45,2,C,1,0,27141,,
1001052,4,F,36-45,2,C,1,0,16417,,
1001052,5,F,36-45,2,C,1,0,134963,,
1001052,6,F,36-45,2,C,1,0,25028,,
1001052,7,F,36-45,2,C,1,0,84025,,
1001052,8,F,36-45,2,C,1,0,126408,,
1001052,10,F,36-45,2,C,1,0,86404,,
1001052,12,F,36-45,2,C,1,0,20488,,
1001052,13,F,36-45,2,C,1,0,47387,,
1001052,14,F,36-45,2,C,1,0,149894,,
1001052,16,F,36-45,2,C,1,0,74146,,
1001052,17,F,36-45,2,C,1,0,7875,,
1001052,20,F,36-45,2,C,1,0,602,,
1001053,1,M,36-45,0,C,2,1,1399679,,
1001053,2,M,36-45,0,C,2,1,364767,,
1001053,3,M,36-45,0,C,2,1,26458,,
1001053,4,M,36-45,0,C,2,1,13479,,
1001053,5,M,36-45,0,C,2,1,223589,,
1001053,6,M,36-45,0,C,2,1,353432,,
1001053,8,M,36-45,0,C,2,1,465827,,
1001053,9,M,36-45,0,C,2,1,54190,,
1001053,10,M,36-45,0,C,2,1,337325,,
1001053,11,M,36-45,0,C,2,1,57505,,
1001053,12,M,36-45,0,C,2,1,14303,,
1001053,13,M,36-45,0,C,2,1,262576,,
1001053,14,M,36-45,0,C,2,1,136373,,
1001053,15,M,36-45,0,C,2,1,355996,,
1001053,16,M,36-45,0,C,2,1,717575,,
1001053,17,M,36-45,0,C,2,1,202814,,
1001053,18,M,36-45,0,C,2,1,19249,,
1001053,19,M,36-45,0,C,2,1,48,,
1001054,1,M,0-17,10,C,1,0,418643,,
1001054,2,M,0-17,10,C,1,0,132747,,
1001054,3,M,0-17,10,C,1,0,59535,,
1001054,4,M,0-17,10,C,1,0,122199,,
1001054,5,M,0-17,10,C,1,0,321148,,
1001054,6,M,0-17,10,C,1,0,41731,,
1001054,8,M,0-17,10,C,1,0,18848,,
1001054,9,M,0-17,10,C,1,0,45897,,
1001054,12,M,0-17,10,C,1,0,8457,,
1001054,14,M,0-17,10,C,1,0,52541,,
1001054,15,M,0-17,10,C,1,0,190355,,
1001054,16,M,0-17,10,C,1,0,122063,,
1001054,17,M,0-17,10,C,1,0,35139,,
1001054,18,M,0-17,10,C,1,0,19300,,
1001055,1,M,36-45,0,A,1,1,31625,,
1001055,2,M,36-45,0,A,1,1,15994,,
1001055,3,M,36-45,0,A,1,1,67245,,
1001055,4,M,36-45,0,A,1,1,40425,,
1001055,5,M,36-45,0,A,1,1,204656,,
1001055,7,M,36-45,0,A,1,1,16374,,
1001055,8,M,36-45,0,A,1,1,91587,,
1001055,10,M,36-45,0,A,1,1,19276,,
1001055,11,M,36-45,0,A,1,1,10090,,
1001055,12,M,36-45,0,A,1,1,23793,,
1001055,13,M,36-45,0,A,1,1,19276,,
1001055,14,M,36-45,0,A,1,1,46077,,
1001055,15,M,36-45,0,A,1,1,16417,,
1001055,16,M,36-45,0,A,1,1,40213,,
1001055,17,M,36-45,0,A,1,1,17024,,
1001055,20,M,36-45,0,A,1,1,369,,
1001056,1,M,0-17,0,C,1,0,130902,,
1001056,2,M,0-17,0,C,1,0,26805,,
1001056,3,M,0-17,0,C,1,0,7952,,
1001056,4,M,0-17,0,C,1,0,7952,,
1001056,5,M,0-17,0,C,1,0,88229,,
1001056,6,M,0-17,0,C,1,0,35676,,
1001056,8,M,0-17,0,C,1,0,8099,,
1001056,11,M,0-17,0,C,1,0,216980,,
1001056,13,M,0-17,0,C,1,0,19900,,
1001056,14,M,0-17,0,C,1,0,14464,,
1001056,15,M,0-17,0,C,1,0,64418,,
1001056,16,M,0-17,0,C,1,0,65907,,
1001056,17,M,0-17,0,C,1,0,5181,,
1001057,1,M,46-50,17,B,1,1,261554,,
1001057,2,M,46-50,17,B,1,1,226335,,
1001057,3,M,46-50,17,B,1,1,217299,,
1001057,4,M,46-50,17,B,1,1,214071,,
1001057,5,M,46-50,17,B,1,1,190487,,
1001057,6,M,46-50,17,B,1,1,41066,,
1001057,8,M,46-50,17,B,1,1,223844,,
1001057,9,M,46-50,17,B,1,1,39964,,
1001057,10,M,46-50,17,B,1,1,50996,,
1001057,11,M,46-50,17,B,1,1,36986,,
1001057,12,M,46-50,17,B,1,1,50778,,
1001057,13,M,46-50,17,B,1,1,28589,,
1001057,14,M,46-50,17,B,1,1,38473,,
1001057,15,M,46-50,17,B,1,1,373512,,
1001057,16,M,46-50,17,B,1,1,103613,,
1001057,17,M,46-50,17,B,1,1,79687,,
1001057,18,M,46-50,17,B,1,1,22778,,
1001058,1,M,26-35,1,B,2,0,952864,,
1001058,2,M,26-35,1,B,2,0,517608,,
1001058,3,M,26-35,1,B,2,0,38126,,
1001058,4,M,26-35,1,B,2,0,99891,,
1001058,5,M,26-35,1,B,2,0,437581,,
1001058,6,M,26-35,1,B,2,0,269211,,
1001058,7,M,26-35,1,B,2,0,19356,,
1001058,8,M,26-35,1,B,2,0,681198,,
1001058,9,M,26-35,1,B,2,0,212514,,
1001058,10,M,26-35,1,B,2,0,50627,,
1001058,11,M,26-35,1,B,2,0,110404,,
1001058,12,M,26-35,1,B,2,0,16798,,
1001058,13,M,26-35,1,B,2,0,104079,,
1001058,14,M,26-35,1,B,2,0,183016,,
1001058,15,M,26-35,1,B,2,0,625272,,
1001058,16,M,26-35,1,B,2,0,371999,,
1001058,17,M,26-35,1,B,2,0,109484,,
1001058,18,M,26-35,1,B,2,0,34715,,
1001058,19,M,26-35,1,B,2,0,36,,
1001059,1,F,26-35,0,B,3,0,298635,,
1001059,2,F,26-35,0,B,3,0,222823,,
1001059,3,F,26-35,0,B,3,0,162833,,
1001059,4,F,26-35,0,B,3,0,187464,,
1001059,5,F,26-35,0,B,3,0,711127,,
1001059,6,F,26-35,0,B,3,0,209494,,
1001059,7,F,26-35,0,B,3,0,57740,,
1001059,8,F,26-35,0,B,3,0,866695,,
1001059,9,F,26-35,0,B,3,0,18610,,
1001059,10,F,26-35,0,B,3,0,93515,,
1001059,11,F,26-35,0,B,3,0,74421,,
1001059,12,F,26-35,0,B,3,0,145020,,
1001059,13,F,26-35,0,B,3,0,75297,,
1001059,14,F,26-35,0,B,3,0,234956,,
1001059,15,F,26-35,0,B,3,0,134361,,
1001059,16,F,26-35,0,B,3,0,181703,,
1001059,17,F,26-35,0,B,3,0,82161,,
1001059,20,F,26-35,0,B,3,0,366,,
1001060,1,M,18-25,10,C,1,0,434304,,
1001060,2,M,18-25,10,C,1,0,129448,,
1001060,3,M,18-25,10,C,1,0,7618,,
1001060,4,M,18-25,10,C,1,0,29005,,
